Timestamp,Sender,Sender ID,Message,Reactions
2025-03-17 01:08:53,he1kor,311500558424997888,you anyway want that game?,{}
2025-03-17 01:07:30,jo_dune,803311870210998283,Anyone here,{}
2025-03-17 00:36:09,jo_dune,803311870210998283,he mean Dan,{}
2025-03-17 00:32:00,he1kor,311500558424997888,he couldn't take it easier,{}
2025-03-17 00:31:29,he1kor,311500558424997888,I bet perennie found some statistics to prove that 4 is the exactly average number of jokes to be told to stop being funny,{}
2025-03-17 00:26:16,jo_dune,803311870210998283,https://tenor.com/view/kuchiyose-no-jutsu-summoning-gif-13501965,{}
2025-03-17 00:25:58,he1kor,311500558424997888,<@475221433576849408> summon,"{""\ud83e\udd23"": 4}"
2025-03-17 00:25:29,yassae1996,1050046010346450964,<:butlerboi:1189632384509939763>,{}
2025-03-17 00:25:27,yassae1996,1050046010346450964,She study in university,{}
2025-03-17 00:24:58,he1kor,311500558424997888,if she's not jobless I guess she can't lol,{}
2025-03-17 00:24:46,he1kor,311500558424997888,it should be monday morning in china,{}
2025-03-17 00:24:36,snkdan,716266048055410770,Boring 2v2 https://youtu.be/5q4GmL1Inj8?si=Eq15c_mKielI79SG,"{""\ud83e\udd23"": 3}"
2025-03-17 00:24:25,yassae1996,1050046010346450964,Elf can play that time,{}
2025-03-17 00:24:19,jo_dune,803311870210998283,i dont want to be with helk and name,"{""\ud83e\udd23"": 2}"
2025-03-17 00:24:11,he1kor,311500558424997888,some cool 3v3,{}
2025-03-17 00:24:08,he1kor,311500558424997888,come one,{}
2025-03-17 00:23:59,he1kor,311500558424997888,any games,"{""\ud83e\udd23"": 2}"
2025-03-17 00:23:57,silivister,1133492772393979944,same,{}
2025-03-17 00:23:57,he1kor,311500558424997888,bois,{}
2025-03-17 00:23:43,yassae1996,1050046010346450964,I watched first minutes i saw kipp bad 😞,{}
2025-03-17 00:23:42,silivister,1133492772393979944,<@586492041978970112>,"{""\ud83e\udd23"": 4}"
2025-03-17 00:23:17,jo_dune,803311870210998283,if frank leave i will leave,{}
2025-03-17 00:23:14,yassae1996,1050046010346450964,Can't wait to upload 2v2,{}
2025-03-17 00:22:53,franksteino,1130461169505796096,Ill give the last,{}
2025-03-17 00:22:50,franksteino,1130461169505796096,Make them 4,"{""\ud83e\udd23"": 6}"
2025-03-17 00:22:39,snkdan,716266048055410770,Tomorrow i will give kipp 5 tips on how to beat my hark,"{""\ud83e\udd23"": 7}"
2025-03-17 00:22:24,he1kor,311500558424997888,and then do the opposite,"{""\ud83e\udd23"": 4}"
2025-03-17 00:22:17,silivister,1133492772393979944,zamorano already send u his greetings,{}
2025-03-17 00:21:44,franksteino,1130461169505796096,But thats all he is,"{""\ud83e\udd23"": 4}"
2025-03-17 00:21:39,franksteino,1130461169505796096,He is a good guy,{}
2025-03-17 00:21:22,franksteino,1130461169505796096,Take it easy on jo bois,"{""\ud83d\ude02"": 6}"
2025-03-17 00:21:16,silivister,1133492772393979944,jo frank leaving us,"{""\ud83e\udd23"": 4}"
2025-03-17 00:21:02,jo_dune,803311870210998283,gala 1.20,{}
2025-03-17 00:20:59,jo_dune,803311870210998283,https://tenor.com/view/drop-to-knees-cry-crying-sobbing-angry-gif-10251968019564081569,{}
2025-03-17 00:20:58,franksteino,1130461169505796096,https://tenor.com/view/oogway-my-time-has-come-gif-8019684,"{""\ud83e\udd23"": 5}"
2025-03-17 00:20:49,silivister,1133492772393979944,😔,{}
2025-03-17 00:20:44,silivister,1133492772393979944,u aint real frank u should say u never started,"{""\ud83e\udd23"": 5}"
2025-03-17 00:20:34,franksteino,1130461169505796096,https://tenor.com/view/master-oogway-you-must-continue-your-journey-without-me-lucid-gif-17927968741343444408,"{""\ud83e\udd23"": 4}"
2025-03-17 00:20:12,franksteino,1130461169505796096,Lets not act histirical bud,"{""\ud83e\udd23"": 4}"
2025-03-17 00:20:00,yassae1996,1050046010346450964,Fr frank w wanna hide ?,{}
2025-03-17 00:19:57,silivister,1133492772393979944,fr might retire if u go,"{""\ud83e\udd23"": 2}"
2025-03-17 00:19:31,franksteino,1130461169505796096,,"{""\ud83e\udd23"": 4}"
2025-03-17 00:19:06,yassae1996,1050046010346450964,Come frank dont go,"{""\ud83e\udd23"": 4, ""<:disgusted:1188584229941031053>"": 2}"
2025-03-17 00:18:40,franksteino,1130461169505796096,Remember the man i always been,"{""\ud83e\udd23"": 2}"
2025-03-17 00:18:40,silivister,1133492772393979944,life hard huh,"{""\ud83e\udd23"": 2}"
2025-03-17 00:18:26,franksteino,1130461169505796096,Be a man bud,{}
2025-03-17 00:18:22,franksteino,1130461169505796096,,"{""\ud83e\udd23"": 3}"
2025-03-17 00:18:17,silivister,1133492772393979944,😢,{}
2025-03-17 00:18:12,silivister,1133492772393979944,gonna cry bud,"{""\ud83e\udd23"": 3}"
2025-03-17 00:18:09,franksteino,1130461169505796096,Good luck,{}
2025-03-17 00:18:03,franksteino,1130461169505796096,Ask ur self wut would frank do,"{""\ud83e\udd23"": 4}"
2025-03-17 00:17:54,franksteino,1130461169505796096,If u face a problem,{}
2025-03-17 00:17:38,franksteino,1130461169505796096,I might be gone but my spirit ll be around,{}
2025-03-17 00:17:25,franksteino,1130461169505796096,Fr silv,{}
2025-03-17 00:17:06,silivister,1133492772393979944,https://tenor.com/view/tom-and-jerry-gif-26736072,"{""\ud83e\udd23"": 3}"
2025-03-17 00:15:51,franksteino,1130461169505796096,,"{""\ud83e\udd23"": 3}"
2025-03-17 00:15:31,franksteino,1130461169505796096,😔,{}
2025-03-17 00:15:27,franksteino,1130461169505796096,Head to a new bridge bud,"{""\ud83e\udd23"": 2}"
2025-03-17 00:15:17,silivister,1133492772393979944,<:coffe:1189392972618403951>,{}
2025-03-17 00:15:11,silivister,1133492772393979944,what u gonna do,{}
2025-03-17 00:14:39,silivister,1133492772393979944,its on me bud,"{""\ud83e\udd23"": 2}"
2025-03-17 00:14:24,franksteino,1130461169505796096,Call me if someone outta control,{}
2025-03-17 00:14:15,franksteino,1130461169505796096,Ill keep community in ur hands silvy,"{""\ud83e\udd23"": 2}"
2025-03-17 00:14:06,silivister,1133492772393979944,https://tenor.com/view/anchorman-team-assemble-team-assemble-gif-20674250,"{""\ud83e\udd23"": 3}"
2025-03-17 00:13:47,franksteino,1130461169505796096,Yh,{}
2025-03-17 00:13:43,silivister,1133492772393979944,fr ?,{}
2025-03-17 00:13:26,franksteino,1130461169505796096,Lot of work reacting to arma jokes about jo,"{""\ud83e\udd23"": 4, ""\ud83d\ude02"": 4}"
2025-03-17 00:12:58,franksteino,1130461169505796096,More than the game itself did,{}
2025-03-17 00:12:47,franksteino,1130461169505796096,"Ill be discord for a while , since its been severly affecting my productivity","{""\ud83d\ude14"": 3}"
2025-03-17 00:12:23,franksteino,1130461169505796096,Sad news for the community,{}
2025-03-17 00:12:16,franksteino,1130461169505796096,Bois,{}
2025-03-16 23:46:06,franksteino,1130461169505796096,Kip after losing to arma,{}
2025-03-16 23:45:51,franksteino,1130461169505796096,,"{""\ud83e\udd23"": 4}"
2025-03-16 22:57:01,he1kor,311500558424997888,"and also very important, has pointer semantics and no GC",{}
2025-03-16 22:54:04,he1kor,311500558424997888,universal statically-typed compliable C-style OOP language,"{""\u2764\ufe0f"": 1}"
2025-03-16 22:53:59,nememaster,954082969167986789,"5 hours till morning, I gotta go, really",{}
2025-03-16 22:52:07,he1kor,311500558424997888,python is not compilable and has dynamic typing,{}
2025-03-16 22:51:55,nememaster,954082969167986789,I just wanted to know what to expect,{}
2025-03-16 22:51:47,nememaster,954082969167986789,Sure,{}
2025-03-16 22:51:28,he1kor,311500558424997888,"so in this terms it's closer to python. But damn, don't make me call C++ close to python",{}
2025-03-16 22:50:50,he1kor,311500558424997888,google,{}
2025-03-16 22:50:44,nememaster,954082969167986789,OOP?,{}
2025-03-16 22:50:33,he1kor,311500558424997888,"C has no OOP, way more simple and lightweight lang",{}
2025-03-16 22:50:08,nememaster,954082969167986789,Then it would be even more interesting to take a look at it,{}
2025-03-16 22:49:44,nememaster,954082969167986789,Eh,{}
2025-03-16 22:49:34,he1kor,311500558424997888,nothing of listed huh,{}
2025-03-16 22:48:22,nememaster,954082969167986789,"I have never seen that yet. I have only worked in Python, Assembler, and C for Arduino, which is it closest to?",{}
2025-03-16 22:48:19,aarmaageedoon,358349439473025024,gn jo,"{""\ud83e\udd23"": 4}"
2025-03-16 22:48:09,aarmaageedoon,358349439473025024,gn poopies,{}
2025-03-16 22:47:25,franksteino,1130461169505796096,Ight jo,"{""\ud83d\ude02"": 4, ""\ud83e\udd23"": 4}"
2025-03-16 22:47:05,aarmaageedoon,358349439473025024,you are last person that should talk about work,"{""\ud83e\udd23"": 3, ""<:disgusted:1188584229941031053>"": 1}"
2025-03-16 22:46:24,franksteino,1130461169505796096,Bru let pere decide that,"{""\ud83e\udd23"": 2}"
2025-03-16 22:45:38,he1kor,311500558424997888,I think it's enough of work for pere,{}
2025-03-16 22:45:01,he1kor,311500558424997888,lang C++,"{""\u2764\ufe0f"": 1}"
2025-03-16 22:44:59,he1kor,311500558424997888,?,{}
2025-03-16 22:44:37,he1kor,311500558424997888,thanks,{}
2025-03-16 22:43:28,nememaster,954082969167986789,"I don't really like that last absolutely symethrical map, but I really like the archimania, finaly something different","{""\ud83d\udd25"": 2}"
2025-03-16 22:42:20,franksteino,1130461169505796096,The thing about helks map gen is u cant see it but only feel it,"{""\ud83e\udd23"": 3}"
2025-03-16 22:41:53,aarmaageedoon,358349439473025024,"jo, tell me more about demanding respect","{""\ud83d\ude02"": 5, ""\ud83d\ude39"": 5}"
2025-03-16 22:41:52,nememaster,954082969167986789,What do You program it in?,{}
2025-03-16 22:41:33,nememaster,954082969167986789,I wanna see it,{}
2025-03-16 22:41:26,nememaster,954082969167986789,Yes please,{}
2025-03-16 22:41:17,franksteino,1130461169505796096,<:rookiesmasher:1231790898170429532>,{}
2025-03-16 22:41:11,franksteino,1130461169505796096,"Just post ur map gen , pere ll finish working on it",{}
2025-03-16 22:40:27,nememaster,954082969167986789,Gn,{}
2025-03-16 22:40:15,jo_dune,803311870210998283,Ok bro cool for you,"{""\ud83e\udd23"": 3}"
2025-03-16 22:40:10,nememaster,954082969167986789,You are just a bit more,{}
2025-03-16 22:40:03,nememaster,954082969167986789,"We all are, in a way",{}
2025-03-16 22:39:50,nememaster,954082969167986789,"You are, in a way","{""\ud83e\udd23"": 3}"
2025-03-16 22:39:37,jo_dune,803311870210998283,Im not toy,"{""\ud83e\udd23"": 3}"
2025-03-16 22:39:37,nememaster,954082969167986789,But I don't hate you at all,{}
2025-03-16 22:39:27,nememaster,954082969167986789,I just make fun of you,"{""\ud83e\udd23"": 3}"
2025-03-16 22:39:21,nememaster,954082969167986789,I don't,{}
2025-03-16 22:39:13,jo_dune,803311870210998283,"I don't know bro i don't hate ppl 
But ppl hate me",{}
2025-03-16 22:38:45,aarmaageedoon,358349439473025024,then be a man jo,"{""\ud83e\udd23"": 4, ""\ud83d\ude39"": 4}"
2025-03-16 22:37:34,jo_dune,803311870210998283,"<@586492041978970112> 
The situation has gotten worse. I don't feel comfortable in this group. Everyone is talking about me. Please set rules such as mutual respect and love between members.❤️","{""\ud83e\udd23"": 4}"
2025-03-16 22:34:54,nememaster,954082969167986789,"Right, Crysknife? 😂",{}
2025-03-16 22:34:28,nememaster,954082969167986789,"Yeah, I have noticed that a few hours ago. Amazing, one more to bully jo","{""\ud83e\udd23"": 3}"
2025-03-16 21:59:56,he1kor,311500558424997888,walla he put more effort into it than I did into mapgen,"{""\ud83e\udd23"": 6}"
2025-03-16 21:59:44,he1kor,311500558424997888,"- pere's bot doesn't laugh more than 4 times at the same jo-ke
- pere's bot laughs naturally placing different emojis under jo-kes
- pere's bot can recognize jo name in any case and when it's split not only with space, but also with ' or -","{""\ud83d\ude02"": 7, ""\ud83e\udd23"": 3}"
2025-03-16 21:59:37,alexcarlos17,967111035054084127,Will recruit him he is funny,{}
2025-03-16 21:59:30,alexcarlos17,967111035054084127,Nah bal aint at home,{}
2025-03-16 21:59:13,franksteino,1130461169505796096,Bal huh,{}
2025-03-16 21:59:11,franksteino,1130461169505796096,Who,{}
2025-03-16 21:59:00,alexcarlos17,967111035054084127,Rajla senpai,"{""\ud83e\udd23"": 2, ""\ud83d\ude02"": 2, ""<:wheeze:1189633991985336320>"": 2}"
2025-03-16 21:58:48,alexcarlos17,967111035054084127,<@1130461169505796096> check bot online,{}
2025-03-16 21:57:45,alexcarlos17,967111035054084127,My arma going crazy,"{""\ud83e\udd23"": 1}"
2025-03-16 21:57:39,alexcarlos17,967111035054084127,,"{""\ud83e\udd23"": 3}"
2025-03-16 21:57:39,he1kor,311500558424997888,so what features we already discovered,{}
2025-03-16 21:56:57,franksteino,1130461169505796096,Stop dressing like jo and ull earn more,"{""\ud83e\udd23"": 4}"
2025-03-16 21:56:41,franksteino,1130461169505796096,U earned a fraction of my respect arma,{}
2025-03-16 21:56:33,he1kor,311500558424997888,"I bring jo's math into it, it's way more crazy than what you said","{""\ud83d\ude39"": 4}"
2025-03-16 21:56:11,franksteino,1130461169505796096,https://tenor.com/view/satisfied-karate-kid-smile-nod-gif-17126717,{}
2025-03-16 21:56:06,aarmaageedoon,358349439473025024,don't bring autobuilder into thios,"{""\ud83e\udd23"": 3}"
2025-03-16 21:55:52,he1kor,311500558424997888,ez,{}
2025-03-16 21:55:50,he1kor,311500558424997888,aisi is 11 min for frank,"{""\ud83e\udd23"": 2}"
2025-03-16 21:55:47,he1kor,311500558424997888,gala and kipo < aisi,{}
2025-03-16 21:55:37,he1kor,311500558424997888,you know the answer aarma,{}
2025-03-16 21:55:19,aarmaageedoon,358349439473025024,then tell me what gala and kipo arehttps://discord.com/channels/1017983242915287071/1187866813162336266/1350917319295111322,"{""\ud83e\udd23"": 3}"
2025-03-16 21:55:10,aarmaageedoon,358349439473025024,if I no gameplay,{}
2025-03-16 21:54:36,franksteino,1130461169505796096,Wearing jo cloths,"{""\ud83e\udd23"": 5, ""\ud83d\ude02"": 5}"
2025-03-16 21:54:28,franksteino,1130461169505796096,"||jo||arma what are u in the community bru , no gameplay , no dev","{""\ud83d\ude39"": 4}"
2025-03-16 21:54:25,he1kor,311500558424997888,you can provide me any definition of developer but I will never find franky fitting it,{}
2025-03-16 21:54:15,aarmaageedoon,358349439473025024,joveloper,"{""\ud83e\udd23"": 2}"
2025-03-16 21:53:34,he1kor,311500558424997888,developer,{}
2025-03-16 21:53:31,he1kor,311500558424997888,it's called,{}
2025-03-16 21:53:27,franksteino,1130461169505796096,https://tenor.com/view/moe-goblin-moe-goblin-margeoninternet-gif-20934424,"{""\ud83e\udd23"": 2}"
2025-03-16 21:53:23,he1kor,311500558424997888,for some reason,{}
2025-03-16 21:53:21,he1kor,311500558424997888,ahem,{}
2025-03-16 21:53:01,aarmaageedoon,358349439473025024,take his bridge away?,"{""\ud83e\udd23"": 3}"
2025-03-16 21:52:55,aarmaageedoon,358349439473025024,how you even want to demote him even more?,{}
2025-03-16 21:52:51,alexcarlos17,967111035054084127,Its ez demote him then give him moder role,{}
2025-03-16 21:52:37,franksteino,1130461169505796096,Summers solicite huh,"{""\ud83e\udd23"": 2}"
2025-03-16 21:52:25,he1kor,311500558424997888,summer,{}
2025-03-16 21:52:24,he1kor,311500558424997888,thought I told you all,{}
2025-03-16 21:52:16,franksteino,1130461169505796096,When map gen,{}
2025-03-16 21:52:12,franksteino,1130461169505796096,So helk,{}
2025-03-16 21:52:06,he1kor,311500558424997888,"but it's not time bois, patience",{}
2025-03-16 21:51:51,he1kor,311500558424997888,"when someone take his job to make tons of such tilesets, we truly can demote him",{}
2025-03-16 21:51:05,franksteino,1130461169505796096,||Jo||,"{""\ud83e\udd23"": 4, ""\ud83d\ude02"": 4}"
2025-03-16 21:50:42,franksteino,1130461169505796096,Its kip not me,{}
2025-03-16 21:50:30,franksteino,1130461169505796096,https://tenor.com/view/family-guy-woah-hold-up-wait-gif-5693923,{}
2025-03-16 21:50:10,he1kor,311500558424997888,so we can complete his demotion,"{""\ud83e\udd23"": 3}"
2025-03-16 21:49:54,he1kor,311500558424997888,when you finish franky's shit site,{}
2025-03-16 21:49:31,he1kor,311500558424997888,so <@475221433576849408>,{}
2025-03-16 20:54:09,aarmaageedoon,358349439473025024,joutside,"{""\ud83e\udd23"": 4}"
2025-03-16 20:54:07,franksteino,1130461169505796096,Glad u got rid of jo name,"{""\ud83e\udd23"": 5}"
2025-03-16 20:53:52,franksteino,1130461169505796096,Hi outside,"{""\ud83e\udd23"": 4}"
2025-03-16 20:53:45,jo_dune,803311870210998283,Im outside now,{}
2025-03-16 20:53:45,franksteino,1130461169505796096,Ty arma for explaining my name,"{""\ud83e\udd23"": 2}"
2025-03-16 20:53:34,franksteino,1130461169505796096,<:butlerboi:1189632384509939763>,{}
2025-03-16 20:53:30,franksteino,1130461169505796096,But true speed,"{""\ud83e\udd23"": 2}"
2025-03-16 20:53:21,aarmaageedoon,358349439473025024,neither true nor speed,"{""\ud83e\udd23"": 3}"
2025-03-16 20:53:12,franksteino,1130461169505796096,Sorry for using ur robotic name,"{""\ud83e\udd23"": 3}"
2025-03-16 20:53:06,franksteino,1130461169505796096,Its okay vf2,"{""\ud83e\udd23"": 2}"
2025-03-16 20:52:51,alexcarlos17,967111035054084127,Sorry truespeed,"{""\ud83e\udd23"": 3}"
2025-03-16 20:52:35,franksteino,1130461169505796096,<:hmmnice:1189392964200452166>,{}
2025-03-16 20:52:32,franksteino,1130461169505796096,Dont mix em again bud,"{""\ud83e\udd23"": 3}"
2025-03-16 20:52:24,aarmaageedoon,358349439473025024,but I'm not that dumb to even install it,"{""\ud83e\udd23"": 3, ""\ud83d\ude3e"": 3}"
2025-03-16 20:52:18,aarmaageedoon,358349439473025024,I know I might net be the best dune player,{}
2025-03-16 20:52:11,alexcarlos17,967111035054084127,Arma smart he never install it,"{""\ud83e\udd23"": 3}"
2025-03-16 20:51:49,franksteino,1130461169505796096,Maybe now u uninstall the app,"{""\ud83e\udd23"": 5}"
2025-03-16 20:22:50,jo_dune,803311870210998283,Win king dan it's been 10 y,{}
2025-03-16 20:21:17,snkdan,716266048055410770,https://tenor.com/view/jurassic-park-alan-grant-now-it-all-makes-sense-it-all-makes-sense-now-jurassic-park3-gif-23923313,"{""\ud83e\udd23"": 5}"
2025-03-16 20:14:24,kipp17,586492041978970112,trash player <:angrydogo:1188176961789501491>,"{""\ud83e\udd23"": 6}"
2025-03-16 20:13:59,jo_dune,803311870210998283,Trash admin can only post that,"{""\ud83e\udd23"": 6, ""\ud83d\ude02"": 4, ""<:wheeze:1189633991985336320>"": 4}"
2025-03-16 20:13:33,seb4386,1007278943591739543,<:wheeze:1189633991985336320> <:smirkin:1190783809424207984>,{}
2025-03-16 20:13:26,seb4386,1007278943591739543,tell us arma's real name,{}
2025-03-16 20:12:12,aarmaageedoon,358349439473025024,<:keepgoing:1206606184883159130>,"{""\ud83d\udc4d"": 2}"
2025-03-16 20:11:43,chromowolf,475221433576849408,"chill bruh, this is the screenshot from Dan's stream","{""<:keepgoing:1206606184883159130>"": 2, ""\ud83e\udd23"": 4}"
2025-03-16 20:11:08,aarmaageedoon,358349439473025024,<:keepgoing:1206606184883159130>,{}
2025-03-16 20:10:33,aarmaageedoon,358349439473025024,how the fuck does pere have all the info from the game he didn't even spectate?,"{""\ud83e\udd23"": 6}"
2025-03-16 19:18:19,yassae1996,1050046010346450964,"After 1 hour 
Im eating",{}
2025-03-16 19:10:19,aarmaageedoon,358349439473025024,I'm arma,"{""\ud83e\udd23"": 4}"
2025-03-16 19:10:17,aarmaageedoon,358349439473025024,hello dumb idiot,{}
2025-03-16 19:10:10,Cave of Ridges,1218890525806039071,**Dan** has started a live stream in <#1018000137672478871>! <:D2K_Worm:1189389809878323380>,{}
2025-03-16 19:10:09,Crysknife,1349699204884463666,**Dan** has started a live stream in https://discord.com/channels/1017983242915287071/1018000137672478871! <:D2K_Worm:1189389809878323380>,{}
2025-03-16 19:10:01,jo_dune,803311870210998283,Dumb idiot no image,{}
2025-03-16 19:08:17,aarmaageedoon,358349439473025024,https://www.twitch.tv/aarmaageedoon,"{""\ud83d\udc4d"": 1}"
2025-03-16 19:07:44,chromowolf,475221433576849408,someone stream it plz,{}
2025-03-16 19:06:02,aarmaageedoon,358349439473025024,and this poopy is jo,"{""\ud83e\udd23"": 4, ""\ud83d\ude02"": 4}"
2025-03-16 19:06:02,kipp17,586492041978970112,,"{""\ud83e\udd23"": 4, ""\ud83d\udd25"": 2}"
2025-03-16 19:05:57,kipp17,586492041978970112,forget it bal,{}
2025-03-16 19:05:47,aarmaageedoon,358349439473025024,you want him to come or quit dune forever?,"{""\ud83e\udd23"": 4}"
2025-03-16 19:05:32,kipp17,586492041978970112,me u vs them,{}
2025-03-16 19:05:29,kipp17,586492041978970112,come bal,{}
2025-03-16 19:05:25,jo_dune,803311870210998283,Stream,{}
2025-03-16 19:04:13,deekai,160889009143283712,,"{""\ud83d\udc4d"": 2}"
2025-03-16 19:04:06,deekai,160889009143283712,2v2?,{}
2025-03-16 19:01:54,snkdan,716266048055410770,Pm if u need 1,{}
2025-03-16 18:51:59,jo_dune,803311870210998283,<@610175266047787309> u say wast of time everyday but i just see u talk here for 24 h,{}
2025-03-16 18:49:26,nj2155,610175266047787309,keep searching,{}
2025-03-16 18:49:17,deekai,160889009143283712,we actually need 2 better players,"{""\ud83e\udd23"": 3}"
2025-03-16 18:49:13,nj2155,610175266047787309,good bot,"{""\ud83e\udd23"": 3}"
2025-03-16 18:48:47,nj2155,610175266047787309,dz only player jo can beat 1v1,"{""\ud83d\ude02"": 4, ""\ud83e\udd23"": 4}"
2025-03-16 18:48:36,aarmaageedoon,358349439473025024,<@1327621427859292180> come play 3v3,{}
2025-03-16 18:48:22,nj2155,610175266047787309,call dz,{}
2025-03-16 18:48:10,aarmaageedoon,358349439473025024,that's why we calling u,"{""\ud83e\udd23"": 2}"
2025-03-16 18:48:00,nj2155,610175266047787309,won't balance... we need sb as poopy as u,{}
2025-03-16 18:46:36,jo_dune,803311870210998283,come bro,{}
2025-03-16 18:46:36,aarmaageedoon,358349439473025024,<@592277669069193216>,"{""\ud83e\udd23"": 2, ""\ud83d\udc80"": 1}"
2025-03-16 18:46:31,jo_dune,803311870210998283,<@610175266047787309>,{}
2025-03-16 18:46:30,aarmaageedoon,358349439473025024,<@1050046010346450964> <@1133492772393979944>,{}
2025-03-16 18:45:05,deekai,160889009143283712,+3,{}
2025-03-16 18:43:29,jo_dune,803311870210998283,,"{""\ud83e\udd23"": 3}"
2025-03-16 18:41:49,aarmaageedoon,358349439473025024,come come,{}
2025-03-16 18:41:41,kipp17,586492041978970112,ill hop in for a 3v3,{}
2025-03-16 18:41:16,aarmaageedoon,358349439473025024,and jo,"{""\ud83d\ude02"": 3}"
2025-03-16 18:41:15,aarmaageedoon,358349439473025024,call some poopies,{}
2025-03-16 18:40:56,aarmaageedoon,358349439473025024,I could do some 3v3,{}
2025-03-16 18:40:11,deekai,160889009143283712,no games?,{}
2025-03-16 18:40:09,deekai,160889009143283712,so,{}
2025-03-16 18:35:49,aarmaageedoon,358349439473025024,jo,"{""\ud83d\ude02"": 5, ""\ud83e\udd23"": 4}"
2025-03-16 18:34:56,kipp17,586492041978970112,ok dm me,{}
2025-03-16 18:34:47,chromowolf,475221433576849408,"you can make an announcement, teaching people how to use the commands",{}
2025-03-16 18:28:27,kipp17,586492041978970112,super,{}
2025-03-16 18:28:11,kipp17,586492041978970112,so u got flags working and who is afk huh,"{""\ud83d\udc4d"": 5}"
2025-03-16 18:25:56,aarmaageedoon,358349439473025024,<@716266048055410770>,{}
2025-03-16 18:21:15,chromowolf,475221433576849408,,{}
2025-03-16 18:20:26,kipp17,586492041978970112,Who playin,{}
2025-03-16 17:51:59,he1kor,311500558424997888,wouldn't call it effort,"{""\ud83e\udd23"": 2, ""\ud83d\udc80"": 1}"
2025-03-16 17:50:46,chromowolf,475221433576849408,"fr Franky did put a lot of effort creating that bot, props to him","{""\ud83d\udc4d"": 1}"
2025-03-16 17:49:41,newname6072,891747129624776714,Shup,"{""\ud83e\udd23"": 2}"
2025-03-16 17:49:33,silivister,1133492772393979944,/help,"{""\ud83e\udd23"": 1}"
2025-03-16 17:49:15,Cave of Ridges,1218890525806039071,,{}
2025-03-16 17:49:15,silivister,1133492772393979944,!help,"{""\ud83e\udd23"": 2}"
2025-03-16 17:48:07,aarmaageedoon,358349439473025024,<@586492041978970112>,"{""\ud83e\udd23"": 4}"
2025-03-16 17:48:01,chromowolf,475221433576849408,ask kipp,{}
2025-03-16 17:47:52,aarmaageedoon,358349439473025024,just delete that franky crap,"{""\ud83e\udd23"": 1}"
2025-03-16 17:47:39,aarmaageedoon,358349439473025024,I wonder where he stole this data,"{""\ud83e\udd23"": 2}"
2025-03-16 17:47:36,chromowolf,475221433576849408,lemme make franky's bot gets lower as well,{}
2025-03-16 17:47:13,he1kor,311500558424997888,let's get back,"{""\ud83d\udc4d"": 2}"
2025-03-16 17:47:10,he1kor,311500558424997888,but online is lower,"{""\ud83e\udd23"": 3}"
2025-03-16 17:47:03,he1kor,311500558424997888,"Pere bot is good, we have flags","{""\ud83d\udc4d"": 4}"
2025-03-16 17:46:54,silivister,1133492772393979944,bot reacting huh,"{""\ud83e\udd23"": 4}"
2025-03-16 17:46:51,silivister,1133492772393979944,,{}
